rows,dim,dtype,format,warps,lanes,trial,had_ms,fused_ms
32,512,2,0,8,32,0,0.0122887,0.021078
32,512,2,0,16,32,0,0.0121523,0.0206824
32,512,2,0,2,64,1,0.00861744,0.0149798
32,512,2,0,4,64,1,0.00767831,0.0132423
32,512,2,0,8,64,1,0.00724359,0.0123974
32,512,2,0,16,64,1,0.007071,0.0120786
32,512,2,0,16,32,1,0.0121553,0.0206914
32,512,2,0,8,32,1,0.0122811,0.0211078
32,512,2,0,4,32,1,0.0127106,0.0217558
32,512,2,0,2,32,1,0.013838,0.0236233
32,512,2,0,1,32,1,0.0132936,0.0239087
32,512,2,0,2,64,2,0.00863172,0.0149333
32,512,2,0,4,64,2,0.007683,0.0132746
32,512,2,0,8,64,2,0.00724685,0.0124031
32,512,2,0,16,64,2,0.00706444,0.0120806
32,512,2,0,1,32,2,0.0133143,0.023925
32,512,2,0,2,32,2,0.013829,0.0236698
32,512,2,0,4,32,2,0.0127003,0.0217526
32,512,2,0,8,32,2,0.0122851,0.0210931
32,512,2,0,16,32,2,0.0121443,0.0206857
32,512,2,1,2,64,0,0.00862572,0.0254076
32,512,2,1,4,64,0,0.007688,0.0223388
32,512,2,1,8,64,0,0.00724256,0.0209896
32,512,2,1,16,64,0,0.00706941,0.0203566
32,512,2,1,1,32,0,0.013306,0.0381397
32,512,2,1,2,32,0,0.0138373,0.0381237
32,512,2,1,4,32,0,0.0127048,0.0350246
32,512,2,1,8,32,0,0.0122812,0.0337806
32,512,2,1,16,32,0,0.0121767,0.0334946
32,512,2,1,2,64,1,0.00864044,0.0253234
32,512,2,1,4,64,1,0.00768056,0.0223249
32,512,2,1,8,64,1,0.007244,0.0209606
32,512,2,1,16,64,1,0.00706656,0.0203627
32,512,2,1,16,32,1,0.0121716,0.0334893
32,512,2,1,8,32,1,0.0122728,0.0338166
32,512,2,1,4,32,1,0.0127031,0.035055
32,512,2,1,2,32,1,0.0138173,0.0380197
32,512,2,1,1,32,1,0.0133227,0.0382164
32,512,2,1,2,64,2,0.00862228,0.025401
32,512,2,1,4,64,2,0.00768087,0.0223627
32,512,2,1,8,64,2,0.00724059,0.0209633
32,512,2,1,16,64,2,0.00706787,0.0203646
32,512,2,1,1,32,2,0.0133144,0.0382093
32,512,2,1,2,32,2,0.0138383,0.0381504
32,512,2,1,4,32,2,0.0127044,0.0350097
32,512,2,1,8,32,2,0.0122679,0.0337846
32,512,2,1,16,32,2,0.0121638,0.0335003
32,1024,1,0,2,64,0,0.0126913,0.0232183
32,1024,1,0,4,64,0,0.0118084,0.0215623
32,1024,1,0,8,64,0,0.0114026,0.0206754
32,1024,1,0,16,64,0,0.011171,0.0204258
32,1024,1,0,1,32,0,0.0221049,0.0400196
32,1024,1,0,2,32,0,0.0222158,0.0406803
32,1024,1,0,4,32,0,0.0214508,0.0382107
32,1024,1,0,8,32,0,0.0212336,0.0374767
32,1024,1,0,16,32,0,0.020728,0.0373114
32,1024,1,0,2,64,1,0.0126854,0.0231956
32,1024,1,0,4,64,1,0.011806,0.021537
32,1024,1,0,8,64,1,0.0113984,0.0206849
32,1024,1,0,16,64,1,0.0111681,0.0204244
32,1024,1,0,16,32,1,0.0207212,0.0373123
32,1024,1,0,8,32,1,0.0212424,0.0374839
32,1024,1,0,4,32,1,0.0214779,0.0382573
32,1024,1,0,2,32,1,0.0222457,0.0406624
32,1024,1,0,1,32,1,0.022055,0.0399646
32,1024,1,0,2,64,2,0.0126831,0.0232167
32,1024,1,0,4,64,2,0.0118056,0.0216097
32,1024,1,0,8,64,2,0.0114007,0.0206784
32,1024,1,0,16,64,2,0.0111679,0.0204219
32,1024,1,0,1,32,2,0.0220504,0.0400864
32,1024,1,0,2,32,2,0.0222273,0.0406943
32,1024,1,0,4,32,2,0.0214597,0.0382294
32,1024,1,0,8,32,2,0.0212429,0.0375039
32,1024,1,0,16,32,2,0.0207296,0.0372951
32,1024,1,1,2,64,0,0.0126904,0.038098
32,1024,1,1,4,64,0,0.0118136,0.0348789
32,1024,1,1,8,64,0,0.0114116,0.0336726
32,1024,1,1,16,64,0,0.0111683,0.0328172
32,1024,1,1,1,32,0,0.0216876,0.0624126
32,1024,1,1,2,32,0,0.0227244,0.0628867
32,1024,1,1,4,32,0,0.0214807,0.059915
32,1024,1,1,8,32,0,0.0211721,0.0592376
32,1024,1,1,16,32,0,0.020729,0.0584792
32,1024,1,1,2,64,1,0.0128344,0.0385263
32,1024,1,1,4,64,1,0.0118858,0.0351592
32,1024,1,1,8,64,1,0.0114422,0.0337691
32,1024,1,1,16,64,1,0.0111849,0.0328662
32,1024,1,1,16,32,1,0.0207396,0.0584273
32,1024,1,1,8,32,1,0.0212132,0.0592818
32,1024,1,1,4,32,1,0.0215323,0.0600471
32,1024,1,1,2,32,1,0.022857,0.0632258
32,1024,1,1,1,32,1,0.0218262,0.0632339
32,1024,1,1,2,64,2,0.0129136,0.0387497
