rows,dim,dtype,format,warps,trial,had_ms,fused_ms
8192,64,1,1,4,0,0.00227328,0.00645077
8192,64,1,1,8,0,0.00226645,0.00669696
8192,64,1,1,16,0,0.00232107,0.00772096
8192,64,1,1,16,1,0.00232789,0.00776875
8192,64,1,1,8,1,0.00225963,0.00669675
8192,64,1,1,4,1,0.00228011,0.0064512
8192,64,1,1,2,1,0.00242304,0.00670379
8192,64,1,1,1,1,0.00253269,0.00740011
8192,64,1,1,1,2,0.00251904,0.00742059
8192,64,1,1,2,2,0.00242261,0.00671744
8192,64,1,1,4,2,0.00228693,0.00646485
8192,64,1,1,8,2,0.00227307,0.00671061
8192,64,1,1,16,2,0.00232107,0.00776192
8192,64,2,0,1,0,0.00253952,0.00324267
8192,64,2,0,2,0,0.00242347,0.00283307
8192,64,2,0,4,0,0.00228651,0.0027648
8192,64,2,0,8,0,0.00226645,0.00288085
8192,64,2,0,16,0,0.00232683,0.00320896
8192,64,2,0,16,1,0.00232107,0.00320875
8192,64,2,0,8,1,0.00225963,0.00288085
8192,64,2,0,4,1,0.00227328,0.00277163
8192,64,2,0,2,1,0.00242347,0.00283307
8192,64,2,0,1,1,0.00252544,0.00323584
8192,64,2,0,1,2,0.00253269,0.00324267
8192,64,2,0,2,2,0.00240981,0.00283989
8192,64,2,0,4,2,0.00228693,0.00277781
8192,64,2,0,8,2,0.00227328,0.00288085
8192,64,2,0,16,2,0.00232107,0.00320853
8192,64,2,1,1,0,0.00256,0.00744789
8192,64,2,1,2,0,0.00243029,0.00675157
8192,64,2,1,4,0,0.00227328,0.00649899
8192,64,2,1,8,0,0.00226645,0.00671744
8192,64,2,1,16,0,0.00232789,0.00773419
8192,64,2,1,16,1,0.00232789,0.00772096
8192,64,2,1,8,1,0.00224597,0.00670443
8192,64,2,1,4,1,0.00228032,0.00649899
8192,64,2,1,2,1,0.00242347,0.00671744
8192,64,2,1,1,1,0.00252587,0.00748203
8192,64,2,1,1,2,0.00253269,0.0074752
8192,64,2,1,2,2,0.00240981,0.00674475
8192,64,2,1,4,2,0.00228011,0.00647851
8192,64,2,1,8,2,0.00227328,0.00671061
8192,64,2,1,16,2,0.00232789,0.00776192
8192,128,1,0,1,0,0.00357035,0.00425301
8192,128,1,0,2,0,0.00316757,0.00380928
8192,128,1,0,4,0,0.00312661,0.00374101
8192,128,1,0,8,0,0.00314709,0.00380928
8192,128,1,0,16,0,0.00336555,0.00411648
8192,128,1,0,16,1,0.00337237,0.00411648
8192,128,1,0,8,1,0.00315392,0.00380928
8192,128,1,0,4,1,0.00312661,0.00374805
