rows,dtype,format,vector,threads,trial,kernel_ms
32768,0,1,8,128,0,0.163149
32768,0,1,2,256,0,0.162304
32768,0,1,4,256,0,0.162842
32768,0,1,8,256,0,0.163251
32768,0,1,2,512,0,0.162406
32768,0,1,4,512,0,0.162816
32768,0,1,8,512,0,0.16343
32768,0,1,1,256,1,0.223565
32768,0,1,2,512,1,0.162406
32768,0,1,4,512,1,0.162867
32768,0,1,8,512,1,0.163482
32768,0,1,2,256,1,0.162304
32768,0,1,4,256,1,0.162893
32768,0,1,8,256,1,0.163251
32768,0,1,2,128,1,0.162304
32768,0,1,4,128,1,0.162867
32768,0,1,8,128,1,0.163046
32768,0,1,1,256,2,0.212556
32768,0,1,2,128,2,0.162125
32768,0,1,4,128,2,0.162688
32768,0,1,8,128,2,0.162918
32768,0,1,2,256,2,0.162099
32768,0,1,4,256,2,0.162637
32768,0,1,8,256,2,0.162995
32768,0,1,2,512,2,0.162253
32768,0,1,4,512,2,0.162688
32768,0,1,8,512,2,0.163149
32768,1,0,1,256,0,0.158157
32768,1,0,2,128,0,0.108826
32768,1,0,4,128,0,0.105011
32768,1,0,8,128,0,0.105293
32768,1,0,2,256,0,0.108979
32768,1,0,4,256,0,0.105037
32768,1,0,8,256,0,0.105267
32768,1,0,2,512,0,0.111053
32768,1,0,4,512,0,0.105062
32768,1,0,8,512,0,0.105293
32768,1,0,1,256,1,0.158157
32768,1,0,2,512,1,0.111053
32768,1,0,4,512,1,0.105165
32768,1,0,8,512,1,0.10519
32768,1,0,2,256,1,0.10903
32768,1,0,4,256,1,0.104883
32768,1,0,8,256,1,0.105344
32768,1,0,2,128,1,0.108851
32768,1,0,4,128,1,0.105011
32768,1,0,8,128,1,0.10519
32768,1,0,1,256,2,0.158157
32768,1,0,2,128,2,0.1088
32768,1,0,4,128,2,0.105166
32768,1,0,8,128,2,0.10519
32768,1,0,2,256,2,0.109056
32768,1,0,4,256,2,0.105062
32768,1,0,8,256,2,0.105346
32768,1,0,2,512,2,0.111053
32768,1,0,4,512,2,0.104934
32768,1,0,8,512,2,0.105216
32768,1,1,1,256,0,0.214963
32768,1,1,2,128,0,0.118272
32768,1,1,4,128,0,0.0921088
32768,1,1,8,128,0,0.0926976
32768,1,1,2,256,0,0.119962
32768,1,1,4,256,0,0.0921856
32768,1,1,8,256,0,0.0928768
32768,1,1,2,512,0,0.125184
32768,1,1,4,512,0,0.0929792
32768,1,1,8,512,0,0.0929792
32768,1,1,1,256,1,0.214912
32768,1,1,2,512,1,0.125184
32768,1,1,4,512,1,0.0930048
32768,1,1,8,512,1,0.0930048
32768,1,1,2,256,1,0.119885
32768,1,1,4,256,1,0.0921344
32768,1,1,8,256,1,0.0926464
32768,1,1,2,128,1,0.112691
32768,1,1,4,128,1,0.0918272
32768,1,1,8,128,1,0.092416
32768,1,1,1,256,2,0.203341
32768,1,1,2,128,2,0.112666
32768,1,1,4,128,2,0.0918528
32768,1,1,8,128,2,0.0924672
32768,1,1,2,256,2,0.114353
32768,1,1,4,256,2,0.0918528
32768,1,1,8,256,2,0.092672
32768,1,1,2,512,2,0.11968
32768,1,1,4,512,2,0.0921344
32768,1,1,8,512,2,0.0928256
