rows,dtype,format,vector,threads,trial,kernel_ms
32768,2,1,8,512,1,0.112077
32768,2,1,4,256,1,0.136115
32768,2,1,8,256,1,0.110842
32768,2,1,4,128,1,0.135789
32768,2,1,8,128,1,0.110726
32768,2,1,1,256,2,0.212461
32768,2,1,4,128,2,0.135987
32768,2,1,8,128,2,0.110656
32768,2,1,4,256,2,0.135891
32768,2,1,8,256,2,0.110714
32768,2,1,4,512,2,0.139168
32768,2,1,8,512,2,0.11209
